,href,href_2,html_image,brand,color_label,Sugars,SPF_Sugar_Pct,Protein,SPF_Protein_Pct,Total Fat,SPF_TotalFat_Pct
174,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-lowfat-peach-yogurt-6-oz-b07pqnj6wf>Clover Sonoma Organic Lowfat Peach Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-lowfat-peach-yogurt-6-oz-b07pqnj6wf>Organic Lowfat Peach Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ce766d1d9ac4cc0f131a83a_upc-00070852991016-glamor-frontpackageglamor-2019-04-11t15-06-49-98286052-780b-4e9e-bfc9-cc667746d3d6.jpg' width='100%'>,Clover Sonoma,magenta,23.0,71.875,7.0,21.875,2.0,6.25
175,<a href=https://www.wholefoodsmarket.com/product/saint-benoit-creamery-organic-strawberry-french-style-yogurt-475-oz-b015hw0dcu>Saint Benoît Creamery Organic Strawberry French Style Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/saint-benoit-creamery-organic-strawberry-french-style-yogurt-475-oz-b015hw0dcu>Organic Strawberry French Style Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e13bb607a0080be3851d801_upc-00649241929116-glamor-frontpackageglamor-2019-10-15t17-40-55-e3d9a641-7baf-47b8-ae1e-3699eac8eac3.jpg' width='100%'>,Saint Benoît Creamery,magenta,13.0,76.47058823529412,4.0,23.52941176470588,0.0,0.0
176,"<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-nondairy-almondmilk-yogurt-mango-53-oz-b07rc8bsct>365 by Whole Foods Market Non-dairy Almondmilk Yogurt, Mango</a>","<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-nondairy-almondmilk-yogurt-mango-53-oz-b07rc8bsct>Non-dairy Almondmilk Yogurt, Mango</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63d878628113a51faf58ab77_0099482476885-glamor-front-2023-01-27t13-54-15-iphone-x-quality-90-1-33-0-user-62007be7ec32e60fa58d2f55-p7dr-492437.jpg' width='100%'>,365 by Whole Foods Market,magenta,12.0,42.857142857142854,5.0,17.857142857142858,11.0,39.285714285714285
177,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-lowfat-strawberry-yogurt-6-oz-b079nptk5z>Clover Sonoma Organic Lowfat Strawberry Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-lowfat-strawberry-yogurt-6-oz-b079nptk5z>Organic Lowfat Strawberry Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ce766d2805d3fc09a29fe96_upc-00070852991047-glamor-frontpackageglamor-2019-04-11t15-04-45-8d4cb108-3d8a-4b52-8c8e-8a4962c10d2f.jpg' width='100%'>,Clover Sonoma,magenta,23.0,71.875,7.0,21.875,2.0,6.25
178,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-peach-cream-on-top-yogurt-6-oz-b019p8vkr4>Clover Sonoma Organic Peach Cream On Top Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-peach-cream-on-top-yogurt-6-oz-b019p8vkr4>Organic Peach Cream On Top Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e13bf06b1d1a1be069f040b_upc-00070852991405-glamor-frontpackageglamor-2019-04-02t20-48-56-ee3984ef-c64b-4c32-99e4-f090f3494cad.jpg' width='100%'>,Clover Sonoma,magenta,23.0,65.71428571428571,6.0,17.142857142857142,6.0,17.142857142857142
179,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-lowfat-vanilla-bean-yogurt-6-oz-b079nmf8q6>Clover Sonoma Organic Lowfat Vanilla Bean Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-lowfat-vanilla-bean-yogurt-6-oz-b079nmf8q6>Organic Lowfat Vanilla Bean Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ce766d1e3727bc0eabd3825_upc-00070852991177-glamor-frontpackageglamor-2019-04-11t15-07-44-0df293bf-9c1e-4c30-988e-f309bdbaaee6.jpg' width='100%'>,Clover Sonoma,magenta,19.0,64.40677966101694,8.0,27.11864406779661,2.5,8.47457627118644
180,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-low-fat-blueberry-yogurt-6-oz-b079n3svxb>Clover Sonoma Organic Low Fat Blueberry Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-low-fat-blueberry-yogurt-6-oz-b079n3svxb>Organic Low Fat Blueberry Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ce766c5e3727bc0eabd381c_upc-00070852990996-glamor-frontpackageglamor-2019-04-11t15-05-39-cca37a91-d76b-4feb-b639-b86862688b80.jpg' width='100%'>,Clover Sonoma,magenta,23.0,71.875,7.0,21.875,2.0,6.25
181,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-plain-low-fat-yogurt-32-oz-b079n54k7m>Clover Sonoma Organic Plain Low Fat Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-plain-low-fat-yogurt-32-oz-b079n54k7m>Organic Plain Low Fat Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ce766ca805d3fc09a29fe8f_upc-00070852993799-glamor-frontpackageglamor-2019-04-11t15-11-52-cb1d582f-9e98-4565-b905-328e8733b150.jpg' width='100%'>,Clover Sonoma,magenta,11.0,51.162790697674424,8.0,37.2093023255814,2.5,11.627906976744185
182,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-low-fat-vanilla-bean-yogurt-32-oz-b079nn8fdr>Clover Sonoma Organic Low Fat Vanilla Bean Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-low-fat-vanilla-bean-yogurt-32-oz-b079nn8fdr>Organic Low Fat Vanilla Bean Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ce766c5d9ac4cc0f131a82d_upc-00070852993805-glamor-frontpackageglamor-2019-04-11t15-10-55-a5e22bed-745a-4239-8f7a-ae5414caa596.jpg' width='100%'>,Clover Sonoma,magenta,19.0,64.40677966101694,8.0,27.11864406779661,2.5,8.47457627118644
183,<a href=https://www.wholefoodsmarket.com/product/pavels-yogurt-organic-low-fat-russian-yogurt-24-oz-b07prwg2gm>PAVELS YOGURT Organic Low Fat Russian Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/pavels-yogurt-organic-low-fat-russian-yogurt-24-oz-b07prwg2gm>Organic Low Fat Russian Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e6bbbc7a3fc288ec1584af6_00086726100248-glamor-frontpackageglamor-2020-03-11t17-21-37-pixel-3a-quality-90-1-21-1-user-5984ad42a967f880524de2c4-0h6b-477712.jpg' width='100%'>,PAVELS YOGURT,magenta,9.0,45.0,8.0,40.0,3.0,15.0
184,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-blueberry-whole-milk-yogurt-6-oz-b019p8vld2>Clover Sonoma Blueberry Whole Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-blueberry-whole-milk-yogurt-6-oz-b019p8vld2>Blueberry Whole Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f64c5a75e0e2f3c14e6d5ff_00070852991382-glamor-frontpackageglamor-2020-09-16t20-36-48-iphone-x-quality-90-1-21-1-user-5984ad42a967f880524de2c4-qxv7-281727.jpg' width='100%'>,Clover Sonoma,magenta,23.0,65.71428571428571,6.0,17.142857142857142,6.0,17.142857142857142
185,<a href=https://www.wholefoodsmarket.com/product/forest-berry-yogurt-6-oz-b019p8vj20>FOREST Berry Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/forest-berry-yogurt-6-oz-b019p8vj20>Berry Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f64c5a6d5a6e3e810d6b6c8_00070852991450-glamor-frontpackageglamor-2020-09-16t20-37-24-iphone-x-quality-90-1-21-1-user-5984ad42a967f880524de2c4-nfbn-965864.jpg' width='100%'>,FOREST,magenta,23.0,65.71428571428571,6.0,17.142857142857142,6.0,17.142857142857142
186,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-mixed-berry-kefir-32-fl-oz-b01df1o088>Lifeway Organic Whole Milk Mixed Berry Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-mixed-berry-kefir-32-fl-oz-b01df1o088>Organic Whole Milk Mixed Berry Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62850e57f53056304ddd63b1_0017077074322-glamor-front-2022-05-03t20-47-09-iphone-x-quality-90-1-29-0-user-5e4d61ef5215fd204fafd62b-nu5n-252218.jpg' width='100%'>,Lifeway,magenta,18.0,50.0,10.0,27.77777777777778,8.0,22.22222222222222
187,<a href=https://www.wholefoodsmarket.com/product/dosa-cayenne-tamarind-lassi-8-fl-oz-b07fykdt15>dosa Cayenne Tamarind Lassi</a>,<a href=https://www.wholefoodsmarket.com/product/dosa-cayenne-tamarind-lassi-8-fl-oz-b07fykdt15>Cayenne Tamarind Lassi</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63336fd57e42d763d378ce18_852796007219-c1c1.jpg' width='100%'>,dosa,magenta,24.0,57.14285714285714,13.0,30.952380952380953,5.0,11.904761904761903
188,"<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-nondairy-almondmilk-yogurt-strawberry-53-oz-b07rcngxj9>365 by Whole Foods Market Non-Dairy Almondmilk Yogurt, Strawberry</a>","<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-nondairy-almondmilk-yogurt-strawberry-53-oz-b07rcngxj9>Non-Dairy Almondmilk Yogurt, Strawberry</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f95b0e0ee200ab2da74f4d8_099482476878-front.jpg' width='100%'>,365 by Whole Foods Market,magenta,11.0,40.74074074074074,5.0,18.51851851851852,11.0,40.74074074074074
189,"<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-nondairy-almondmilk-yogurt-vanilla-53-oz-b07rcn9m14>365 by Whole Foods Market Non-Dairy Almondmilk Yogurt, Vanilla</a>","<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-nondairy-almondmilk-yogurt-vanilla-53-oz-b07rcn9m14>Non-Dairy Almondmilk Yogurt, Vanilla</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f95b0dcee200ab2da74f4ca_099482476861-front.jpg' width='100%'>,365 by Whole Foods Market,yellow,10.0,38.46153846153847,5.0,19.230769230769234,11.0,42.30769230769231
190,<a href=https://www.wholefoodsmarket.com/product/culina-coconut-yogurt-5-oz-2fj8qlak>Culina Coconut Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/culina-coconut-yogurt-5-oz-2fj8qlak>Coconut Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5fcae5a8cbc20b532172e205_00854724007247-c1c1.jpg' width='100%'>,Culina,yellow,10.0,33.33333333333333,2.0,6.666666666666667,18.0,60.0
191,<a href=https://www.wholefoodsmarket.com/product/fage-2-milkfat-greek-yogurt-53-oz-b000vr81ia>FAGE 2% Milkfat Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/fage-2-milkfat-greek-yogurt-53-oz-b000vr81ia>2% Milkfat Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/632381ef97b78d041dc4edf3_00689544080206-c1c1.jpg' width='100%'>,FAGE,cyan,5.0,21.73913043478261,15.0,65.21739130434783,3.0,13.043478260869565
192,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-strawberry-cream-on-top-yogurt-6-oz-b019p8vk1k>Clover Sonoma Organic Strawberry Cream On Top Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-strawberry-cream-on-top-yogurt-6-oz-b019p8vk1k>Organic Strawberry Cream On Top Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e13c9b9b1d1a1be069f0c1e_upc-00070852991429-glamor-frontpackageglamor-2019-04-11t15-03-51-ccde046e-1dea-49a2-970f-ef816e6b9a3b.jpg' width='100%'>,Clover Sonoma,magenta,23.0,65.71428571428571,6.0,17.142857142857142,6.0,17.142857142857142
193,<a href=https://www.wholefoodsmarket.com/product/chobani-strawberry-yogurt-4-pack-212-oz-b00m8zejuw>Chobani Strawberry Yogurt 4 Pack</a>,<a href=https://www.wholefoodsmarket.com/product/chobani-strawberry-yogurt-4-pack-212-oz-b00m8zejuw>Strawberry Yogurt 4 Pack</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63bdc4470a95a55c79bcdac8_0818290012814-glamor-front-2023-01-09t16-08-35-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-6za5-585396.jpg' width='100%'>,Chobani,magenta,14.0,56.00000000000001,11.0,44.0,0.0,0.0
194,<a href=https://www.wholefoodsmarket.com/product/chobani-peach-yogurt-4-pack-212-oz-b00xuy1lre>Chobani Peach Yogurt 4 Pack</a>,<a href=https://www.wholefoodsmarket.com/product/chobani-peach-yogurt-4-pack-212-oz-b00xuy1lre>Peach Yogurt 4 Pack</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63bdcdd3dc463c6d8f76e18b_0818290012845-glamor-front-2023-01-09t16-22-28-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-b1sg-702029.jpg' width='100%'>,Chobani,magenta,14.0,56.00000000000001,11.0,44.0,0.0,0.0
195,<a href=https://www.wholefoodsmarket.com/product/chobani-vanilla-mixed-berry-greek-yogurt-4-pack-53-oz-b07jzx58vm>Chobani Vanilla Mixed Berry Greek Yogurt 4 Pack</a>,<a href=https://www.wholefoodsmarket.com/product/chobani-vanilla-mixed-berry-greek-yogurt-4-pack-53-oz-b07jzx58vm>Vanilla Mixed Berry Greek Yogurt 4 Pack</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/631a4a5107382a66e9081d49_0818290016263-glamor-front-2022-08-25t18-35-19-iphone-x-quality-90-1-31-0-user-5984ad42a967f880524de2c4-yvlp-608346.jpg' width='100%'>,Chobani,magenta,18.0,59.01639344262295,10.0,32.78688524590164,2.5,8.19672131147541
196,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-low-fat-strawberry-kefir-4pk-14-fl-oz-b08rb2nm1h>Lifeway Organic Low Fat Strawberry Kefir 4pk</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-low-fat-strawberry-kefir-4pk-14-fl-oz-b08rb2nm1h>Organic Low Fat Strawberry Kefir 4pk</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62850d4565764e08321ec871_0017077002066-glamor-front-2022-05-03t20-01-50-iphone-x-quality-90-1-29-0-user-5e4d61ef5215fd204fafd62b-3ss4-954602.jpg' width='100%'>,Lifeway,magenta,7.0,58.333333333333336,4.0,33.33333333333333,1.0,8.333333333333332
197,<a href=https://www.wholefoodsmarket.com/product/chobani-mixed-berry-vanilla-green-yogurt-10-fl-oz-b08bjyxx16>Chobani Mixed Berry Vanilla Green Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/chobani-mixed-berry-vanilla-green-yogurt-10-fl-oz-b08bjyxx16>Mixed Berry Vanilla Green Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63e3eaf434b3286763a3cf67_0818290017734-glamor-front-2023-02-07t19-11-44-iphone-x-quality-90-1-33-0-user-5984ad42a967f880524de2c4-252r-515796.jpg' width='100%'>,Chobani,cyan,12.0,34.78260869565217,20.0,57.971014492753625,2.5,7.246376811594203
198,"<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-icelandic-skyr-nonfat-yogurt-plain-53-oz-b002m3zbei>siggi's siggi’s® Icelandic Skyr Nonfat Yogurt, Plain</a>","<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-icelandic-skyr-nonfat-yogurt-plain-53-oz-b002m3zbei>siggi’s® Icelandic Skyr Nonfat Yogurt, Plain</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e9f54ebd6d2a7f0b2bcd800_00898248001008-glamor-frontpackageglamor-2020-01-30t17-40-26-iphone-7-quality-90-1-20-1-user-5c4f16e4fc9c91accd101ce4-8919-313767.jpg' width='100%'>,siggi's,cyan,4.0,20.0,16.0,80.0,0.0,0.0
199,<a href=https://www.wholefoodsmarket.com/product/chobani-strawberry-cream-greek-yogurt-drink-10-fl-oz-b08bjw9tnz>Chobani Strawberry Cream Greek Yogurt Drink</a>,<a href=https://www.wholefoodsmarket.com/product/chobani-strawberry-cream-greek-yogurt-drink-10-fl-oz-b08bjw9tnz>Strawberry Cream Greek Yogurt Drink</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63d8834b79a3f64774ac4c9d_0818290017710-glamor-front-2023-01-25t17-57-35-iphone-11-pro-quality-90-1-33-0-user-639cb05438867b18914c26c1-amil-531992.jpg' width='100%'>,Chobani,cyan,12.0,34.78260869565217,20.0,57.971014492753625,2.5,7.246376811594203
200,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-plain-grassfed-low-fat-a2-yogurt-24-oz-b0bdgncc49>ALEXANDRE FAMILY FARMS Organic Plain Grass-fed Low Fat A2 Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-plain-grassfed-low-fat-a2-yogurt-24-oz-b0bdgncc49>Organic Plain Grass-fed Low Fat A2 Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/646bde0527f0cb5a6d3f9623_00854442007451-c1n1.jpg' width='100%'>,ALEXANDRE FAMILY FARMS,magenta,9.0,54.54545454545454,6.0,36.36363636363637,1.5,9.090909090909092
201,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-a2a2-grass-fed-whole-milk-kefir-28-fl-oz-b0bfmtjjrb>ALEXANDRE FAMILY FARMS Organic A2/A2 Grass Fed Whole Milk Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-a2a2-grass-fed-whole-milk-kefir-28-fl-oz-b0bfmtjjrb>Organic A2/A2 Grass Fed Whole Milk Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/646bdf9b27f0cb5a6d3f99c0_00854442007482-c1c1.jpg' width='100%'>,ALEXANDRE FAMILY FARMS,magenta,12.0,40.0,10.0,33.33333333333333,8.0,26.666666666666668
202,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-a2a2-grass-fed-lowfat-kefir-28-fl-oz-b0bfmpnd7m>ALEXANDRE FAMILY FARMS Organic A2/A2 Grass Fed Lowfat Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-a2a2-grass-fed-lowfat-kefir-28-fl-oz-b0bfmpnd7m>Organic A2/A2 Grass Fed Lowfat Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/646bdf9527f0cb5a6d3f99bf_00854442007499-c1c1.jpg' width='100%'>,ALEXANDRE FAMILY FARMS,magenta,11.0,50.0,9.0,40.909090909090914,2.0,9.090909090909092
203,"<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-2-icelandic-skyr-lowfat-yogurt-coconut-53-oz-b00lm1928c>siggi's siggi’s® 2% Icelandic Skyr Lowfat Yogurt, Coconut</a>","<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-2-icelandic-skyr-lowfat-yogurt-coconut-53-oz-b00lm1928c>siggi’s® 2% Icelandic Skyr Lowfat Yogurt, Coconut</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/6320cae93f3201708df274dc_2022-09-13_18-24-52_Front.main.jpg' width='100%'>,siggi's,cyan,11.0,36.0655737704918,15.0,49.18032786885246,4.5,14.754098360655737
204,<a href=https://www.wholefoodsmarket.com/product/yasso-frozen-greek-yogurt-mint-chocolate-chip-frozen-greek-yogurt-4-pk-14-fl-oz-b01gvg81ca>Yasso Frozen Greek Yogurt Mint Chocolate Chip Frozen Greek Yogurt (4 Pk)</a>,<a href=https://www.wholefoodsmarket.com/product/yasso-frozen-greek-yogurt-mint-chocolate-chip-frozen-greek-yogurt-4-pk-14-fl-oz-b01gvg81ca>Mint Chocolate Chip Frozen Greek Yogurt (4 Pk)</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f8f7d71b6b3d8adc5f3c681_00851035003234-glamor-frontpackageglamor-2020-09-30t13-49-40-iphone-7-quality-90-1-21-5-user-5da5b1b3afdfaf0fde51f3e1-fwsv-962646.jpg' width='100%'>,Yasso Frozen Greek Yogurt,magenta,13.0,65.0,5.0,25.0,2.0,10.0
205,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-5-16-oz-b000wo9ore>FAGE Total Plain 5% 16 oz</a>,<a href=https://www.wholefoodsmarket.com/product/fage-total-plain-5-16-oz-b000wo9ore>Total Plain 5% 16 oz</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/6323a0805e8b3d5c71f3b9c6_00689544082002-c1c1.jpg' width='100%'>,FAGE,cyan,5.0,17.24137931034483,15.0,51.724137931034484,9.0,31.03448275862069
206,<a href=https://www.wholefoodsmarket.com/product/fage-plain-lactose-free-yogurt-32-oz-b09335srxf>FAGE Plain Lactose Free Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/fage-plain-lactose-free-yogurt-32-oz-b09335srxf>Plain Lactose Free Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/631bd3cf354bb67c62f31060_0689544072102-glamor-front-2022-08-25t16-36-56-iphone-x-quality-90-1-31-0-user-5984ad42a967f880524de2c4-byp2-037407.jpg' width='100%'>,FAGE,cyan,6.0,22.641509433962266,17.0,64.15094339622641,3.5,13.20754716981132
207,<a href=https://www.wholefoodsmarket.com/product/dosa-peppercorn-berry-lassi-8-fl-oz-b07c774rpk>dosa Peppercorn Berry Lassi</a>,<a href=https://www.wholefoodsmarket.com/product/dosa-peppercorn-berry-lassi-8-fl-oz-b07c774rpk>Peppercorn Berry Lassi</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/633371b37e42d763d378d03a_852796007134-c1c1.jpg' width='100%'>,dosa,magenta,21.0,55.26315789473685,13.0,34.21052631578947,4.0,10.526315789473683
208,<a href=https://www.wholefoodsmarket.com/product/dosa-turmeric-banana-lassi-8-fl-oz-b07c7424dk>dosa Turmeric Banana Lassi</a>,<a href=https://www.wholefoodsmarket.com/product/dosa-turmeric-banana-lassi-8-fl-oz-b07c7424dk>Turmeric Banana Lassi</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/633372a27e42d763d378d0d4_852796007110-c1c1.jpg' width='100%'>,dosa,magenta,23.0,58.97435897435898,12.0,30.76923076923077,4.0,10.256410256410255
209,<a href=https://www.wholefoodsmarket.com/product/dosa-cardamom-mango-lassi-8-fl-oz-b07c78s674>dosa Cardamom Mango Lassi</a>,<a href=https://www.wholefoodsmarket.com/product/dosa-cardamom-mango-lassi-8-fl-oz-b07c78s674>Cardamom Mango Lassi</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63336d18d54b754774056946_852796007080-c1c1.jpg' width='100%'>,dosa,magenta,22.0,56.41025641025641,13.0,33.33333333333333,4.0,10.256410256410255
210,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-low-fat-mixed-berry-kefir-4pk-14-fl-oz-b0954hph5y>Lifeway Organic Low Fat Mixed Berry Kefir 4pk</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-low-fat-mixed-berry-kefir-4pk-14-fl-oz-b0954hph5y>Organic Low Fat Mixed Berry Kefir 4pk</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62850c7465764e08321ec841_0017077017060-glamor-front-2022-05-03t20-04-05-iphone-x-quality-90-1-29-0-user-5e4d61ef5215fd204fafd62b-f22n-799305.jpg' width='100%'>,Lifeway,magenta,7.0,58.333333333333336,4.0,33.33333333333333,1.0,8.333333333333332
211,<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-lemon-skyr-icelandicstyle-strained-triple-cream-yogurt-4-oz-b074395wqw>siggi's Siggi's® Lemon Skyr Icelandic-Style Strained Triple Cream Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-lemon-skyr-icelandicstyle-strained-triple-cream-yogurt-4-oz-b074395wqw>Siggi's® Lemon Skyr Icelandic-Style Strained Triple Cream Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/64402813afa2ef39cb24d389_0898248001718-glamor-front-2023-04-13t14-38-56-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-0143-564462.jpg' width='100%'>,siggi's,magenta,10.0,38.46153846153847,10.0,38.46153846153847,6.0,23.076923076923077
212,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-strawberry-berry-and-beet-yogurt-35-oz-b00rqjcuhy>Stonyfield Organic Organic Strawberry Berry And Beet Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-strawberry-berry-and-beet-yogurt-35-oz-b00rqjcuhy>Organic Strawberry Berry And Beet Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/64762e9d437baf19ea3dd9c6_2023-05-30_17-13-33_front.main.jpg' width='100%'>,Stonyfield Organic,magenta,9.0,51.42857142857142,5.0,28.57142857142857,3.5,20.0
213,<a href=https://www.wholefoodsmarket.com/product/icelandic-provisions-extra-creamy-lemon-44-oz-b08qlzb6s3>Icelandic Provisions Extra Creamy Lemon</a>,<a href=https://www.wholefoodsmarket.com/product/icelandic-provisions-extra-creamy-lemon-44-oz-b08qlzb6s3>Extra Creamy Lemon</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63484d303b17f2924cb1f148.main.jpg' width='100%'>,Icelandic Provisions,cyan,9.0,33.33333333333333,11.0,40.74074074074074,7.0,25.925925925925924
214,<a href=https://www.wholefoodsmarket.com/product/bellwether-farms-vanilla-sheep-milk-yogurt-6-oz-b00n42bke6>Bellwether Farms Vanilla Sheep Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/bellwether-farms-vanilla-sheep-milk-yogurt-6-oz-b00n42bke6>Vanilla Sheep Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/646bca660c33e11bd5b85d8d_2023-05-22_20-03-45_front.main.jpg' width='100%'>,Bellwether Farms,cyan,9.0,32.142857142857146,10.0,35.714285714285715,9.0,32.142857142857146
